tree_id,x,y,height,dbh,crown_radius,base_height,crown_area,crown_volume,cluster
726,51.49310000001304,82.90339999983236,7.6,0.12,2.2750000000000004,2.3,14.9,55.4,2
727,54.42610000009034,81.38339999981373,4.2,0.044,1.45,1.7,4.9,8.4,2
728,88.08210000004937,66.38339999981373,6,0.141,1.925,2.8,10.3,21.8,2
729,54.66210000000745,80.5903999997504,5.5,0.045,1.15,2.1,3.7,8.5,2
730,68.95510000007079,82.52339999947846,8.6,0.096,8.625,2.2,174.5,764.9,1
731,61.964100000032595,55.86839999968335,8.4,0.158,1.275,1.6,4.5,12.4,2
732,43.324100000018625,81.41639999963492,9.6,0.104,2.775,3,19.4,53,2
733,44.17210000001677,80.48239999974295,5.2,0.082,1.75,2,6.7,21.2,2
734,30.615100000103375,84.9913999998212,12.7,0.098,4.35,3.1,48.8,219.8,1
735,86.51610000005775,63.07039999973178,7.5,0.125,0.925,5.2,2.2,3.9,2
736,29.678100000068916,84.50039999989941,5.1,0.065,0.7,2.8,0.8,0.8,2
737,50.36010000009872,85.28939999977275,7.3,0.044,2.725,2.8,23.7,73.5,2
738,90.85910000005123,59.24439999984726,8.2,0.187,1.475,6.2,5.7,11.6,2
739,85.09710000006332,66.11839999968335,5.4,0.14,1.225,1.5,2.8,5.2,2
741,55.43110000009499,90.56339999951572,12,0.128,11.2,6.9,321.2,2157.3,1
742,58.14210000010524,90.16339999960884,6.8,0.065,3.5,3,24.3,53.7,2
745,87.98210000007265,60.315399999843535,6.2,0.078,1.1,2.8,2.1,2.6,2
746,56.81010000005215,81.4433999998696,6.6,0.084,2.05,3.8,11.5,32.9,2
747,86.73010000009407,68.08539999986216,8.5,0.251,9.6,3,244.1,1501.5,1
749,91.7151000000801,64.7603999996759,9,0.11,2.6,6.4,16.5,36.9,2
750,55.75510000000093,80.68239999946356,9.4,0.08,1.875,3,8.3,26.7,2
751,43.62710000009127,82.2413999998212,12.5,0.079,2.4,2.6,16.1,48.5,1
752,93.2481000000177,67.30539999960139,7.5,0.174,7.425,2.6,142.2,538.5,1
753,42.30010000004284,82.92239999968707,3,0.09,0.675,3.1,1.2,1.9,2
754,86.82609999999721,58.21739999961257,9.1,0.181,1.675,5.3,7.1,11.5,2
757,86.05010000004285,47.147399999780205,9,0.11,2.4,4.5,14.7,51.3,2
761,89.82310000008755,39.13639999983981,7.4,0.228,10.7,2.4,325.1,1526.1,1
762,89.18710000003072,58.073399999757854,6.8,0.143,1.475,4.7,5.6,9.3,2
763,49.451099999997204,83.3553999998808,4.4,0.094,2,2,10.9,34.6,2
764,87.91410000010245,35.42039999982491,6.9,0.248,5.7,2.7,89.7,256.4,1
767,88.65209999999814,54.134399999511984,12.2,0.274,4.375,2.2,56.9,235.2,1
769,88.6121000000773,40.7493999997355,4.5,0.177,0.95,2.3,1.8,1.6,2
770,85.01410000007917,67.9533999996461,9,0.149,2.375,1.7,14.5,37.9,2
771,92.62910000006984,59.746399999709425,5.8,0.226,0.525,2.3,0.3,0.3,2
772,85.61110000002981,56.55439999990314,6.1,0.125,0.8,1.6,1.6,2.6,2
776,88.32710000004471,61.01539999956414,7.3,0.086,1.575,3.8,5.4,13.3,2
780,90.5321000000028,49.91739999979883,17.3,0.24,18.675,6.5,729.6,8069.6,1
782,85.01410000007917,48.99339999968335,13.9,0.113,5.225,9.7,58.9,254.1,1
783,87.40910000009781,47.79739999968708,6.1,0.139,1.2,2.6,3.6,6.8,2
784,91.42010000003819,51.707399999836085,8.1,0.119,5.25,3.7,59.3,226.1,1
790,85.33810000010152,51.9653999997504,17.6,0.244,4.5,11.3,58.3,192.3,1
793,91.73810000000839,49.401399999504534,11.1,0.096,1.35,5.2,5.5,9,2
